date,station,PM2.5,PM10,wind_speed,wind_dir,humidity,temperature,rainfall,NO2,NH3,CO,SO2,NO,NOx,Ozone
2019-01-01,"Talcher Coalfields,Talcher - OSPCB",111.9,311.85,2.45,139.73,68.16,16.4,0.0,6.47,5.96,3.76,25.3,9.24,13.03,9.51
2019-01-02,"Talcher Coalfields,Talcher - OSPCB",163.99,384.29,2.62,152.56,72.76,16.9,0.0,6.14,6.0,4.74,36.28,8.12,13.39,10.82
2019-01-03,"Talcher Coalfields,Talcher - OSPCB",143.92,398.22,2.59,146.53,72.19,17.7,0.0,5.87,6.04,4.21,33.16,9.08,13.81,10.51
2019-01-04,"Talcher Coalfields,Talcher - OSPCB",148.77,380.14,3.04,149.12,77.92,17.9,0.0,5.05,6.15,4.06,31.74,9.85,14.87,8.37
2019-01-05,"Talcher Coalfields,Talcher - OSPCB",142.63,369.01,3.19,151.4,71.48,18.5,0.0,5.13,6.22,4.1,32.6,10.76,15.38,7.87
2019-01-06,"Talcher Coalfields,Talcher - OSPCB",149.79,383.87,2.89,146.23,73.17,18.6,0.0,5.43,6.26,4.15,33.72,11.54,15.8,6.71
2019-01-07,"Talcher Coalfields,Talcher - OSPCB",137.49,408.18,2.73,128.8,72.0,18.6,0.0,5.97,6.36,4.26,34.65,13.41,16.83,6.63
2019-01-08,"Talcher Coalfields,Talcher - OSPCB",94.79,241.49,2.72,135.36,70.99,18.7,0.0,6.2,6.42,3.31,22.19,14.5,17.43,7.06
2019-01-09,"Talcher Coalfields,Talcher - OSPCB",106.38,278.1,2.46,156.0,70.51,18.2,0.0,5.81,6.4,3.56,22.38,14.27,17.31,6.15
2019-01-10,"Talcher Coalfields,Talcher - OSPCB",118.39,357.89,2.79,159.52,69.86,18.1,0.0,5.74,6.22,3.43,28.38,12.4,15.5,5.95
2019-01-11,"Talcher Coalfields,Talcher - OSPCB",118.33,280.4,2.86,142.98,72.37,18.9,0.0,5.76,6.06,2.68,27.052,8.87,13.95,6.12
2019-01-12,"Talcher Coalfields,Talcher - OSPCB",124.71,305.1,2.8,156.11,72.48,19.3,0.0,5.37,6.1,2.91,25.724,9.06,14.43,6.74
2019-01-13,"Talcher Coalfields,Talcher - OSPCB",149.49,337.25,2.76,134.04,73.79,20.1,0.0,5.07,6.14,3.44,24.396,9.69,14.75,8.78
2019-01-14,"Talcher Coalfields,Talcher - OSPCB",128.92,400.76,2.7,136.26,74.7,21.1,0.0,5.07,6.13,3.34,23.067999999999998,10.14,14.76,8.78
2019-01-15,"Talcher Coalfields,Talcher - OSPCB",102.6,382.47,2.51,143.86,70.41,20.3,0.0,5.06,6.18,2.24,21.74,10.63,15.27,6.0
2019-01-16,"Talcher Coalfields,Talcher - OSPCB",115.26,388.17,2.99,144.21,69.09,19.7,0.0,5.74,5.92,1.78,30.87,10.84,9.27,16.29
2019-01-17,"Talcher Coalfields,Talcher - OSPCB",133.82,333.44,2.52,128.28,70.79,19.6,0.0,6.41,6.68,1.74,39.74,25.65,21.05,38.05
2019-01-18,"Talcher Coalfields,Talcher - OSPCB",100.62,469.63,2.77,140.48,58.42,19.3,0.0,1.14,6.78,2.08,27.73,19.96,20.55,10.79
2019-01-19,"Talcher Coalfields,Talcher - OSPCB",105.21,375.17,2.61,135.71,64.77,19.3,0.0,0.49,6.81,2.26,30.24,20.33,20.76,12.51
2019-01-20,"Talcher Coalfields,Talcher - OSPCB",113.02,452.54,2.87,138.22,65.97,19.6,0.0,0.12,6.92,2.43,30.45,22.32,21.84,12.75
2019-01-21,"Talcher Coalfields,Talcher - OSPCB",98.01,409.37,2.72,149.86,61.83,20.4,0.0,0.03,6.99,2.31,30.91,23.66,22.61,10.39
2019-01-22,"Talcher Coalfields,Talcher - OSPCB",80.06,284.57,2.58,200.5,72.03,21.9,0.0,0.08,7.03,1.79,28.66,24.11,22.81,6.38
2019-01-23,"Talcher Coalfields,Talcher - OSPCB",66.08,240.86,2.63,196.91,63.31,21.4,0.0,0.25,7.08,1.7,21.68,25.31,23.52,5.73
2019-01-24,"Talcher Coalfields,Talcher - OSPCB",67.98,201.39,2.59,191.49,73.84,21.3,0.0,0.14,7.59,1.57,20.37,29.6,29.16,3.56
2019-01-25,"Talcher Coalfields,Talcher - OSPCB",47.54,186.51,2.62,200.97,67.49,21.3,0.0,0.4853846153846154,7.07,1.25,15.97,25.02,23.33,3.09
2019-01-26,"Talcher Coalfields,Talcher - OSPCB",59.0,218.94,2.61,175.09,72.62,21.3,0.1,0.8307692307692308,7.08,1.61,13.9,25.15,23.4,5.67
2019-01-27,"Talcher Coalfields,Talcher - OSPCB",56.16,209.97,2.63,120.95,79.78,19.0,4.9,1.1761538461538463,7.09,2.03,16.53,25.65,23.69,2.75
2019-01-28,"Talcher Coalfields,Talcher - OSPCB",56.1,240.19,2.54,137.92,77.89,18.8,0.1,1.5215384615384617,7.11,1.94,16.28,25.7,23.66,2.8
2019-01-29,"Talcher Coalfields,Talcher - OSPCB",54.17,239.93,2.42,141.38,68.1,19.3,0.0,1.8669230769230771,7.22,1.97,15.48,27.79,24.83,5.34
2019-01-30,"Talcher Coalfields,Talcher - OSPCB",76.8,326.57,2.86,149.55,54.34,17.3,0.0,2.2123076923076925,7.14,2.56,23.79,26.37,24.08,9.51
2019-01-31,"Talcher Coalfields,Talcher - OSPCB",92.44,348.42,2.91,149.82,58.74,18.4,0.0,2.557692307692308,7.27,3.01,27.73,28.57,25.29,10.37
2019-02-01,"Talcher Coalfields,Talcher - OSPCB",106.29,384.9,2.79,130.47,62.95,19.2,0.0,8.2,8.19,3.06,27.47,34.33,24.84,9.13
2019-02-02,"Talcher Coalfields,Talcher - OSPCB",98.5,420.71,2.61,138.48,59.63,19.7,0.0,8.2,7.24,3.21,28.62,27.97,24.94,10.47
2019-02-03,"Talcher Coalfields,Talcher - OSPCB",100.19,426.49,2.73,133.34,59.29,20.5,0.0,8.2,7.36,3.19,30.34,30.16,26.14,9.23
2019-02-04,"Talcher Coalfields,Talcher - OSPCB",84.45,398.42,2.78,130.61,55.12,21.3,0.0,8.2,7.42,2.93,24.33,31.41,26.83,10.15
2019-02-05,"Talcher Coalfields,Talcher - OSPCB",94.64,475.0,3.13,122.36,58.49,21.7,0.0,8.2,7.48,3.32,27.93,32.33,27.36,9.66
2019-02-06,"Talcher Coalfields,Talcher - OSPCB",88.83,434.87,2.99,137.09,55.99,22.9,0.0,4.63,7.43,2.79,19.43,31.85,27.07,8.91
2019-02-07,"Talcher Coalfields,Talcher - OSPCB",81.43,357.73,2.94,191.22,56.15,24.4,0.0,4.806,7.37,2.54,17.06,30.21,26.19,6.41
2019-02-08,"Talcher Coalfields,Talcher - OSPCB",60.01,295.85,2.64,196.0,51.12,25.0,0.2,4.982,7.32,1.87,10.28,29.23,25.68,4.53
2019-02-09,"Talcher Coalfields,Talcher - OSPCB",50.79,253.37,2.57,171.9,61.14,24.2,0.0,5.1579999999999995,7.52,1.98,10.09,33.06,27.77,5.04
2019-02-10,"Talcher Coalfields,Talcher - OSPCB",61.2,319.25,2.61,168.57,56.22,21.4,0.0,5.334,7.56,2.39,14.19,33.71,28.12,8.17
2019-02-11,"Talcher Coalfields,Talcher - OSPCB",68.81,346.05,2.61,182.43,58.13,21.2,0.0,5.51,7.62,2.27,11.37,34.75,28.71,9.63
2019-02-12,"Talcher Coalfields,Talcher - OSPCB",82.95,398.27,2.8,170.42,60.22,22.1,0.0,5.686,7.67,2.82,15.58,35.68,29.18,8.57
2019-02-13,"Talcher Coalfields,Talcher - OSPCB",109.59,516.47,2.7,154.32,62.18,22.8,0.0,5.862,7.32,3.37,30.59,29.19,25.66,10.24
2019-02-14,"Talcher Coalfields,Talcher - OSPCB",119.19,530.7,2.81,163.49,60.78,24.3,0.0,8.2,7.48,3.64,25.19,32.08,27.2,14.12
2019-02-15,"Talcher Coalfields,Talcher - OSPCB",68.33,338.07,2.83,196.35,57.47,24.9,0.0,8.2,7.66,2.49,16.04,35.58,29.16,7.49
2019-02-16,"Talcher Coalfields,Talcher - OSPCB",77.75,308.11,2.53,173.2,74.9,23.0,2.4,8.2,10.38,2.95,15.29,51.83,40.81,6.27
2019-02-17,"Talcher Coalfields,Talcher - OSPCB",59.61,233.69,2.61,135.72,75.96,24.3,0.0,8.2,21.69,3.29,13.13,48.74,44.87,5.19
2019-02-18,"Talcher Coalfields,Talcher - OSPCB",73.83,327.74,2.87,141.4,62.63,23.4,0.0,8.2,7.71,3.02,10.0,36.85,29.81,8.55
2019-02-19,"Talcher Coalfields,Talcher - OSPCB",88.17,425.68,2.95,151.46,61.4,24.3,0.0,8.2,7.75,3.35,12.97,37.37,30.12,8.53
2019-02-20,"Talcher Coalfields,Talcher - OSPCB",94.74,426.07,3.02,140.23,60.72,26.3,0.0,8.2,7.78,3.8,15.43,37.77,30.35,12.43
2019-02-21,"Talcher Coalfields,Talcher - OSPCB",82.92,418.76,3.04,169.1,65.79,26.9,0.0,8.2,7.27,3.24,13.23,28.42,25.22,7.01
2019-02-22,"Talcher Coalfields,Talcher - OSPCB",80.97,418.76,13.6,313.0,53.0,28.1,0.0,8.2,7.475,3.37,9.075,32.055,27.229999999999997,5.93
